,TeamA,TeamB,Stadium,Round,TeamA_Position,TeamB_Position,Attendance,TeamA_win_sum,TeamA_loss_sum,sum_goals_A,TeamA_draw_sum,TeamB_win_sum,TeamB_loss_sum,sum_goals_B,TeamB_draw_sum,Match_hour,Match_minute,Match_month,Match_day,Match_year,Match_day_name,Match_date_hijri_day,Match_date_hijri_month,feelslike,feelslikemax,feelslikemin,temp max:,temp min:,humidity:,precip:,preciptype:,visibility:,solarradiation:,solarenergy:,uvindex:,windspeed:,conditions:,description:
1,Al-Hilal Saudi FC,Al-Fayha FC,King Fahd International Stadium,1,4,11,9765,0,0,0,0,0,0,0,0,8,55,8,10,2017,Thursday,18,11,35.8,46,26,46,27,8.1,0,,10,324.3,28,10,22.3,Clear,Clear conditions throughout the day.
24,Al-Nassr Riad,Al-Fayha FC,Prince Faisal bin Fahad Stadium,4,7,13,3014,0,0,2,1,0,1,1,0,7,20,9,22,2017,Friday,2,1,30.1,35.9,23.9,39,23.9,10.9,0,,9.7,293.2,25.2,10,27.7,Clear,Clear conditions throughout the day.
39,Al-Faisaly FC,Al-Fayha FC,Al Majma'ah Sports City Stadium,6,4,11,2316,2,1,6,0,0,1,3,1,7,0,10,14,2017,Saturday,24,1,27.5,34.4,20.2,37.5,20.2,14.1,0,,,260.7,22.3,9,18,Clear,Clear conditions throughout the day.
42,Al-Qadsiah FC,Al-Fayha FC,Prince Saud bin Jalawi Stadium,7,9,11,741,1,0,3,1,0,2,4,1,4,50,10,19,2017,Thursday,29,1,30.3,36.8,17.6,37.8,17.6,55.9,0,,9.9,232.9,20.2,8,27.3,Clear,Clear conditions throughout the day.
57,Al-Ahli Saudi FC,Al-Fayha FC,King Abdullah Sports City,9,2,12,9774,3,0,13,1,0,2,5,2,5,45,10,31,2017,Tuesday,11,2,33.7,38.4,29.2,33.9,27,63.7,0,,10,225.5,19.5,8,22.1,Clear,Clear conditions throughout the day.
77,Al-Raed,Al-Fayha FC,King Abdullah Sport City Stadium,12,14,13,1936,0,3,8,3,0,2,6,3,3,50,11,29,2017,Wednesday,11,3,20.6,28.9,15,28,15,81,0,,7.4,165.5,14.5,6,20.5,Partially cloudy,Partly cloudy throughout the day.
104,Al-Ittihad Club (Jeddah),Al-Fayha FC,King Abdullah Sports City,15,5,8,13236,1,1,7,4,0,3,6,3,5,45,12,24,2017,Sunday,6,4,27,32,21,32.8,21,53.3,0,,9.6,202.8,17.4,7,27.7,Clear,Clear conditions throughout the day.
109,Al-Taawoun FC,Al-Fayha FC,King Abdullah Sport City Stadium,16,7,9,4740,3,1,10,2,1,3,7,3,1,20,12,29,2017,Friday,11,4,15.3,25,7,25,7,53.5,0,,9.9,186,16,7,14.8,Clear,Clear conditions throughout the day.
122,Ohod Al-Medina,Al-Fayha FC,Prince Mohammed bin Abdul Aziz Stadium,18,13,6,3336,2,4,10,3,1,4,7,3,5,10,3,6,2018,Tuesday,18,6,25.8,29.8,20,32,20,22.5,0,,10,285.2,24.6,10,11.2,Clear,Clear conditions throughout the day.
146,Ettifaq FC,Al-Fayha FC,Prince Mohamed bin Fahd Stadium,21,10,6,3230,4,4,14,1,2,4,10,3,6,20,2,10,2018,Saturday,24,5,17.9,26.1,9.9,27,9.9,29.2,0,,9.6,219,19,8,13.1,Clear,Clear conditions throughout the day.
154,Al-Fateh,Al-Fayha FC,Prince Abdullah bin Jalawi Stadium,23,5,7,1831,4,3,13,3,2,4,11,4,4,25,3,1,2018,Thursday,13,6,20.8,26.3,15.9,27,15.9,63,0,,8.8,230.8,19.9,8,31.7,Clear,Clear conditions throughout the day.
166,Al-Shabab Club (Riyadh),Al-Fayha FC,Prince Faisal bin Fahad Stadium,24,9,7,1440,4,6,18,2,2,5,13,4,6,30,3,10,2018,Saturday,22,6,26.3,31.5,19,34,19,14,0,,8.9,291.4,25.2,10,27.7,Clear,Clear conditions throughout the day.
178,Al-Batin FC,Al-Fayha FC,Al-Batin Club Stadium,26,11,8,832,2,6,15,4,2,5,13,5,6,0,4,12,2018,Thursday,26,7,26.4,30.6,22,32,22,39.2,0,,2.4,313.8,26.8,10,44.6,Clear,Clear conditions throughout the day.
5,Al-Shabab Club (Riyadh),Ohod Al-Medina,Prince Faisal bin Fahad Stadium,1,8,7,1034,0,0,0,0,0,0,0,0,6,10,8,12,2017,Saturday,20,11,33.9,40,27.2,43,28.8,10.9,0,,10,331.2,28.7,10,18.4,Clear,Clear conditions throughout the day.
10,Al-Batin FC,Ohod Al-Medina,Al-Batin Club Stadium,2,1,10,3967,0,0,0,0,1,0,2,0,6,15,8,18,2017,Friday,26,11,40.3,47.1,33.5,47.1,33,21.9,0,,9.8,289.2,24.9,9,18.4,Partially cloudy,Clearing in the afternoon.
19,Al-Hilal Saudi FC,Ohod Al-Medina,Prince Faisal bin Fahad Stadium,3,2,11,4479,1,0,2,0,1,1,2,0,7,25,9,16,2017,Saturday,25,12,30.9,36.8,24.9,40.1,24.9,10.2,0,,10,298.1,25.8,10,14.8,Clear,Clear conditions throughout the day.
30,Al-Fayha FC,Ohod Al-Medina,King Salman Bin Abdulaziz Sport City Stadium,5,11,13,930,0,1,3,1,1,2,2,0,5,30,9,29,2017,Friday,9,1,27.7,34.5,21.7,37.6,21.7,12.9,0,,,278.6,24.1,9,16.9,Partially cloudy,Partly cloudy throughout the day.
36,Al-Ittihad Club (Jeddah),Ohod Al-Medina,King Abdullah Sports City,6,7,12,7118,0,1,2,1,1,3,2,0,7,0,10,13,2017,Friday,23,1,35.5,40.1,30.4,36.2,27.3,64.3,0,,9.8,166.4,14.3,6,25.9,Clear,Clear conditions throughout the day.
55,Al-Taawoun FC,Ohod Al-Medina,King Abdullah Sport City Stadium,8,7,14,3121,1,1,2,0,1,3,4,1,6,50,10,27,2017,Friday,7,2,25.5,32.8,16,35,16,26.3,0,,10,235.7,20.4,8,14.8,Clear,Clear conditions throughout the day.
71,Al-Raed,Ohod Al-Medina,King Abdullah Sport City Stadium,11,14,13,3522,0,3,6,2,1,4,5,1,3,50,11,23,2017,Thursday,5,3,16.8,22,13,22,13,60.1,0,,10,185.8,16,7,22.3,Partially cloudy,Partly cloudy throughout the day.
112,Al-Fateh,Ohod Al-Medina,Prince Abdullah bin Jalawi Stadium,17,10,13,1071,2,3,7,2,1,4,7,2,1,10,1,11,2018,Thursday,24,4,13.9,21,5.6,21,7,22.3,0,,10,211.7,18.3,8,14.8,Clear,Clear conditions throughout the day.
135,Al-Nassr Riad,Ohod Al-Medina,King Fahd International Stadium,20,3,13,2685,5,1,16,3,1,4,7,3,5,45,2,3,2018,Saturday,17,5,11.4,19,3.6,19,5.8,26.7,0,,9.7,243.2,20.9,9,24.1,Clear,Clear conditions throughout the day.
152,Al-Faisaly FC,Ohod Al-Medina,Al Majma'ah Sports City Stadium,22,3,13,1040,4,4,14,2,1,5,7,3,4,35,2,17,2018,Saturday,1,6,21.2,29,13.7,31.1,13.7,32.5,0,,,205,17.7,8,36.4,Overcast,Cloudy skies throughout the day.
157,Ettifaq FC,Ohod Al-Medina,Prince Mohamed bin Fahd Stadium,23,9,13,3504,4,4,15,2,1,6,7,3,4,25,3,2,2018,Friday,14,6,21,25,17.8,25,17.8,56.3,0,,9.6,208.6,17.9,8,34.7,Partially cloudy,Clearing in the afternoon.
169,Al-Qadsiah FC,Ohod Al-Medina,Prince Saud bin Jalawi Stadium,25,12,14,895,2,5,10,4,1,7,9,3,7,40,4,6,2018,Friday,20,7,26.8,30.8,24,32.7,24,44.3,0,,8.2,96.5,8.3,3,32.3,Partially cloudy,Partly cloudy throughout the day.
181,Al-Ahli Saudi FC,Ohod Al-Medina,King Abdul Aziz Stadium,26,2,14,6778,9,0,36,3,1,8,10,3,7,40,4,12,2018,Thursday,26,7,28.8,34.9,23.4,36.2,23.4,37.5,0,,10,328,28.3,10,12.8,Clear,Clear conditions throughout the day.
12,Al-Shabab Club (Riyadh),Al-Qadsiah FC,Prince Faisal bin Fahad Stadium,2,7,11,904,0,1,1,0,0,0,0,0,6,5,8,19,2017,Saturday,27,11,35,44.1,27.4,44.1,28.8,14.3,0,,9.9,318.6,27.3,10,18.4,Partially cloudy,Partly cloudy throughout the day.
14,Ettifaq FC,Al-Qadsiah FC,Prince Mohamed bin Fahd Stadium,3,8,4,1526,1,0,2,0,0,1,1,0,7,25,9,14,2017,Thursday,23,12,37,44.9,28.5,44,29.2,36.4,0,,9.6,279.6,24,9,23.8,Clear,Clear conditions throughout the day.
33,Al-Hilal Saudi FC,Al-Qadsiah FC,Prince Faisal bin Fahad Stadium,5,1,7,3319,2,0,3,0,1,1,3,0,7,15,9,30,2017,Saturday,10,1,29.4,35.6,23,39,23,11.8,0,,10,284,24.5,10,13,Clear,Clear conditions throughout the day.
35,Al-Fateh,Al-Qadsiah FC,Prince Abdullah bin Jalawi Stadium,6,6,8,2806,1,1,2,0,1,2,4,0,4,55,10,13,2017,Friday,23,1,28.6,34.4,24,37.1,24,24.6,0,,9.3,256,22,9,29.5,Clear,Clear conditions throughout the day.
50,Al-Ittihad Club (Jeddah),Al-Qadsiah FC,King Abdullah Sports City,8,8,9,3758,0,1,4,2,1,3,5,0,6,50,10,25,2017,Wednesday,5,2,34.2,39.4,26.5,34.8,26.5,64.8,0,,10,223.7,19.4,8,20.7,Clear,Clear conditions throughout the day.
73,Al-Ahli Saudi FC,Al-Qadsiah FC,King Abdullah Sports City,11,2,9,7510,3,0,14,2,1,3,5,1,5,40,11,24,2017,Friday,6,3,25.4,29.7,21.7,30.8,21.7,52.2,0,,10,197.7,17.1,7,20.1,Clear,Clear conditions throughout the day.
82,Ohod Al-Medina,Al-Qadsiah FC,Prince Mohammed bin Abdul Aziz Stadium,12,12,10,991,1,2,4,1,1,4,5,1,4,15,12,1,2017,Friday,13,3,23,26.4,19,27,19,39.8,0,,9.6,181.8,15.6,7,31.7,Clear,Clear conditions throughout the day.
91,Al-Raed,Al-Qadsiah FC,King Abdullah Sport City Stadium,14,14,8,3047,1,3,10,3,1,5,6,1,3,55,12,14,2017,Thursday,26,3,16.6,25,10,25,10,41.5,0,,10,196.6,16.8,7,18.4,Clear,Clear conditions throughout the day.
116,Al-Faisaly FC,Al-Qadsiah FC,Al Majma'ah Sports City Stadium,17,3,12,508,3,3,12,2,1,5,7,2,1,25,1,13,2018,Saturday,26,4,10.2,22.6,0.6,22.6,4.1,20.9,0,,,214,18.2,8,18.4,Clear,Clear conditions throughout the day.
136,Al-Fayha FC,Al-Qadsiah FC,King Salman Bin Abdulaziz Sport City Stadium,20,6,12,486,5,3,16,2,1,6,7,2,1,40,2,4,2018,Sunday,18,5,12.2,20.2,4.1,20.2,5.6,20.9,0,,,233.9,20.3,8,15.5,Clear,Clear conditions throughout the day.
147,Al-Taawoun FC,Al-Qadsiah FC,King Abdullah Sport City Stadium,22,5,12,2250,5,1,15,2,1,7,7,2,4,40,2,15,2018,Thursday,29,5,20.9,27.2,14,28,14,44.8,0,,7,184.7,16,8,25.9,Partially cloudy,Partly cloudy throughout the day.
158,Al-Batin FC,Al-Qadsiah FC,Al-Batin Club Stadium,23,11,12,1831,1,5,9,4,1,7,8,3,4,40,3,2,2018,Friday,14,6,18,24,12,24,12,58,0,,10,241.9,20.9,9,13,Clear,Clear conditions throughout the day.
176,Al-Nassr Riad,Al-Qadsiah FC,King Fahd International Stadium,26,3,12,2782,7,2,22,3,2,7,12,3,5,55,4,12,2018,Thursday,26,7,25.7,30,20.1,32,20.1,28.2,0,,7,322.8,27.9,10,46.4,Partially cloudy,Becoming cloudy in the afternoon.
3,Al-Ittihad Club (Jeddah),Al-Batin FC,King Abdullah Sports City,1,12,3,17018,0,0,0,0,0,0,0,0,7,55,8,11,2017,Friday,19,11,40.5,44.2,37.8,37.3,30,62.3,0,,10,276.8,23.9,9,20.4,Clear,Clear conditions throughout the day.
16,Al-Shabab Club (Riyadh),Al-Batin FC,Prince Faisal bin Fahad Stadium,3,9,1,767,1,1,5,0,1,0,3,0,5,40,9,15,2017,Friday,24,12,31.2,38.4,25,43,25,8.1,0,,10,291.7,25.3,10,20.5,Clear,Clear conditions throughout the day.
37,Ettifaq FC,Al-Batin FC,Prince Mohamed bin Fahd Stadium,6,13,3,503,1,2,5,0,2,0,5,0,4,55,10,14,2017,Saturday,24,1,30.7,36.3,24,37,24,39.7,0,,10,249.3,21.4,9,24.3,Clear,Clear conditions throughout the day.
47,Al-Hilal Saudi FC,Al-Batin FC,King Fahd International Stadium,7,1,3,15675,3,0,5,0,3,0,8,0,6,55,10,21,2017,Saturday,1,2,26.8,32.3,20,35,20,11.8,0,,9.9,257.6,22.2,9,16.6,Clear,Clear conditions throughout the day.
63,Al-Qadsiah FC,Al-Batin FC,Prince Saud bin Jalawi Stadium,10,8,5,820,1,0,4,2,3,1,9,0,3,30,11,16,2017,Thursday,27,2,22.2,28.2,16.2,29.8,16.2,46.9,0,,9.9,204.3,17.6,8,16.4,Clear,Clear conditions throughout the day.
80,Al-Faisaly FC,Al-Batin FC,Al Majma'ah Sports City Stadium,12,4,5,723,3,2,10,1,3,1,9,1,3,45,11,30,2017,Thursday,12,3,21.3,27.3,15.1,28.7,15.1,43,0,,,162.3,13.8,6,25.6,Partially cloudy,Partly cloudy throughout the day.
85,Al-Fayha FC,Al-Batin FC,King Salman Bin Abdulaziz Sport City Stadium,13,11,6,364,2,3,9,1,4,1,10,1,1,10,12,9,2017,Saturday,21,3,5.2,16.9,-3.4,16.9,0.1,24.8,0,,,207.6,18,8,15.5,Clear,Clear conditions throughout the day.
100,Ohod Al-Medina,Al-Batin FC,Prince Mohammed bin Abdul Aziz Stadium,15,13,6,1146,2,3,8,2,4,2,10,1,1,40,12,22,2017,Friday,4,4,19.8,26.1,11,27,11,13.8,0,,10,200.9,17.4,8,25.9,Clear,Clear conditions throughout the day.
115,Al-Ahli Saudi FC,Al-Batin FC,King Abdullah Sports City,17,2,9,23898,5,0,21,2,4,2,11,2,6,0,1,12,2018,Friday,25,4,24.3,29.5,18.6,30.8,18.6,47.9,0,,10,206.9,17.9,8,16.5,Clear,Clear conditions throughout the day.
121,Al-Fateh,Al-Batin FC,Prince Abdullah bin Jalawi Stadium,18,9,10,2171,2,3,7,3,4,3,11,2,4,25,3,6,2018,Tuesday,18,6,24.8,31.5,18,34,18,25.4,0,,10,263.9,22.9,9,33.5,Clear,Clear conditions throughout the day.
142,Al-Raed,Al-Batin FC,King Abdullah Sport City Stadium,21,14,11,3942,1,4,13,5,4,4,13,2,1,50,2,9,2018,Friday,23,5,16.1,24,5.6,24,7,35.2,0,,10,235,20.3,8,14.8,Clear,Clear conditions throughout the day.
148,Al-Nassr Riad,Al-Batin FC,King Fahd International Stadium,22,4,11,3626,6,1,18,3,4,5,14,2,6,30,2,15,2018,Thursday,29,5,19.5,26,13,26,13,34,0,,8.4,233.2,20.2,8,20.5,Clear,Clear conditions throughout the day.
165,Al-Taawoun FC,Al-Batin FC,King Abdullah Sport City Stadium,24,8,11,3023,5,1,16,3,5,5,17,2,4,50,3,10,2018,Saturday,22,6,23.3,28.4,17,30,17,33.6,0,,6.5,286.7,24.8,10,25.9,Clear,Clear conditions throughout the day.
25,Ettifaq FC,Al-Shabab Club (Riyadh),Prince Mohamed bin Fahd Stadium,4,11,6,2527,1,1,3,0,0,0,0,0,5,15,9,23,2017,Saturday,3,1,34.4,40.7,26.2,40.9,26.2,45.4,0,,9.9,277.8,24,9,19.4,Clear,Clear conditions throughout the day.
43,Al-Raed,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,7,14,10,3128,0,2,4,1,1,0,3,0,5,10,10,19,2017,Thursday,29,1,27.2,34.8,20,37,20,27.1,0,,10,248.6,21.6,9,22.3,Clear,Clear conditions throughout the day.
60,Al-Hilal Saudi FC,Al-Shabab Club (Riyadh),Prince Faisal bin Fahad Stadium,9,1,11,8352,4,0,7,0,1,0,5,1,5,45,11,1,2017,Wednesday,12,2,24.8,30.6,17,33,17,15.5,0,,9.2,243.1,21.1,9,12.4,Clear,Clear conditions throughout the day.
65,Al-Ittihad Club (Jeddah),Al-Shabab Club (Riyadh),King Abdullah Sports City,10,7,11,25213,0,1,4,3,1,0,6,2,5,40,11,17,2017,Friday,28,2,31.1,35.7,25.3,33,25.3,63.6,0,,10,209.1,18.1,8,17.5,Clear,Clear conditions throughout the day.
70,Al-Fayha FC,Al-Shabab Club (Riyadh),King Salman Bin Abdulaziz Sport City Stadium,11,12,11,402,1,3,6,1,1,0,7,3,3,45,11,23,2017,Thursday,5,3,16.4,21.1,12.1,21.1,12.1,49.8,1.5,['rain'],,173.2,15,6,22.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
93,Ohod Al-Medina,Al-Shabab Club (Riyadh),Prince Mohammed bin Abdul Aziz Stadium,14,12,10,5261,2,2,8,2,1,1,8,3,4,15,12,15,2017,Friday,27,3,19,23,14.8,23,14.8,31.3,0,,10,190,16.3,7,24.1,Clear,Clear conditions throughout the day.
99,Al-Qadsiah FC,Al-Shabab Club (Riyadh),Prince Saud bin Jalawi Stadium,15,10,7,1000,2,0,7,3,2,1,10,3,5,45,12,21,2017,Thursday,3,4,18,25.8,13,25.8,13,68.3,0,,3.5,175.8,15.2,7,14.4,Clear,Clear conditions throughout the day.
105,Al-Batin FC,Al-Shabab Club (Riyadh),Al-Batin Club Stadium,16,8,6,1523,1,3,7,3,3,1,12,3,3,50,12,27,2017,Wednesday,9,4,13,20,4.5,20,7,48.4,0,,10,151.3,13,6,18.4,Clear,Clear conditions throughout the day.
123,Al-Nassr Riad,Al-Shabab Club (Riyadh),Prince Faisal bin Fahad Stadium,18,3,5,4922,4,1,15,3,4,1,13,3,6,30,3,7,2018,Wednesday,19,6,24.3,30.6,18,33,18,18.6,0,,10,290.1,25.1,10,14.8,Clear,Clear conditions throughout the day.
132,Al-Ahli Saudi FC,Al-Shabab Club (Riyadh),King Abdullah Sports City,19,2,8,32199,6,0,26,2,4,2,13,3,6,10,1,30,2018,Tuesday,13,5,23.8,27.7,19.7,28.8,19.7,43.6,0,,9.8,206.3,17.8,8,22.1,Partially cloudy,Partly cloudy throughout the day.
145,Al-Fateh,Al-Shabab Club (Riyadh),Prince Abdullah bin Jalawi Stadium,21,8,9,1239,3,3,12,3,4,3,15,3,4,15,2,10,2018,Saturday,24,5,18.7,26.6,10.8,28,10.8,14.9,0,,10,224,19.2,8,16.6,Clear,Clear conditions throughout the day.
170,Al-Taawoun FC,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,25,5,10,1238,5,2,17,3,4,4,15,3,7,40,4,6,2018,Friday,20,7,21.4,31.4,17,29,17,89.7,0,,6.8,297.2,25.7,10,37.1,Partially cloudy,Partly cloudy throughout the day.
177,Al-Faisaly FC,Al-Shabab Club (Riyadh),Al Majma'ah Sports City Stadium,26,6,10,1333,5,5,16,2,4,5,16,3,6,0,4,12,2018,Thursday,26,7,24.4,30.9,18.9,33.3,18.9,29,0,,,334.6,28.9,10,34.9,Clear,Clear conditions throughout the day.
11,Al-Nassr Riad,Ettifaq FC,King Fahd International Stadium,2,3,4,7884,0,0,0,0,0,0,0,0,7,50,8,18,2017,Friday,26,11,34.9,44,27.4,44,29,13.6,0,,9.1,294.6,25.5,9,33.5,Clear,Clear conditions throughout the day.
32,Al-Faisaly FC,Ettifaq FC,Al Majma'ah Sports City Stadium,5,4,12,275,1,1,3,0,0,0,2,1,5,30,9,30,2017,Saturday,10,1,27.9,34.5,21.3,37.5,21.3,14.5,0,,,274.9,23.8,9,15.5,Partially cloudy,Partly cloudy throughout the day.
45,Al-Fateh,Ettifaq FC,Prince Abdullah bin Jalawi Stadium,7,6,13,4911,2,1,4,0,0,1,2,1,4,50,10,20,2017,Friday,30,1,28.5,35.1,23,37,23,34.9,0,,10,247.7,21.3,9,14.8,Clear,Clear conditions throughout the day.
49,Al-Fayha FC,Ettifaq FC,King Salman Bin Abdulaziz Sport City Stadium,8,12,11,370,1,1,4,1,0,1,3,2,5,5,10,25,2017,Wednesday,5,2,24.7,31.5,19.1,34.1,19.1,16.4,0,,,239.8,20.6,8,24.1,Clear,Clear conditions throughout the day.
64,Ohod Al-Medina,Ettifaq FC,Prince Mohammed bin Abdul Aziz Stadium,10,12,10,1200,0,2,3,1,1,1,5,2,5,40,11,16,2017,Thursday,27,2,25.2,29.8,20,32,20,13.3,0,,10,214.5,18.6,8,24.1,Clear,Clear conditions throughout the day.
76,Al-Hilal Saudi FC,Ettifaq FC,Prince Faisal bin Fahad Stadium,11,1,10,4163,4,0,8,1,1,2,5,2,5,55,1,8,2018,Monday,21,4,12.4,17.3,6.1,17.3,8,47.3,0,,9.6,204.2,17.6,8,28.4,Clear,Clear conditions throughout the day.
88,Al-Taawoun FC,Ettifaq FC,King Abdullah Sport City Stadium,13,7,13,2648,2,1,6,1,1,2,6,3,3,50,12,10,2017,Sunday,22,3,10,19.1,2,19.1,2,54.8,0,,9.8,193.7,16.6,7,9.4,Clear,Clear conditions throughout the day.
94,Al-Ahli Saudi FC,Ettifaq FC,King Abdullah Sports City,14,2,13,4831,4,0,17,2,1,3,6,3,5,40,12,15,2017,Friday,27,3,25.6,29.9,22.7,29.5,22.7,61.8,0,,10,184.4,15.9,7,17.5,Clear,Clear conditions throughout the day.
111,Al-Qadsiah FC,Ettifaq FC,Prince Saud bin Jalawi Stadium,16,12,10,2523,2,1,8,3,1,4,7,3,6,20,2,21,2018,Wednesday,5,6,18.6,23.9,12.9,23.9,12.9,59,0,,9.3,203.5,17.5,8,16.6,Clear,Clear conditions throughout the day.
118,Al-Shabab Club (Riyadh),Ettifaq FC,Prince Faisal bin Fahad Stadium,17,5,11,651,2,5,11,1,2,4,9,3,4,5,1,14,2018,Sunday,27,4,14.5,24.7,3.8,24.7,3.8,17.8,0,,9.9,228.6,19.6,8,19.1,Clear,Clear conditions throughout the day.
127,Al-Batin FC,Ettifaq FC,Al-Batin Club Stadium,19,10,11,1734,1,4,7,3,2,5,10,3,4,15,1,29,2018,Monday,12,5,9.4,16,1.8,16,4.8,47.7,0,,10,204.4,17.5,8,25.9,Clear,Clear conditions throughout the day.
149,Al-Raed,Ettifaq FC,King Abdullah Sport City Stadium,22,14,9,5039,2,4,16,5,2,5,11,4,1,55,2,16,2018,Friday,30,5,23.7,29.4,17,31,17,43.3,0,,5.5,136.6,11.7,5,29.5,Partially cloudy,Partly cloudy throughout the day.
171,Al-Ittihad Club (Jeddah),Ettifaq FC,King Abdullah Sports City,25,8,9,14086,1,4,13,7,3,5,12,4,7,40,4,6,2018,Friday,20,7,30.4,35,26,32.8,26,55.9,0,,10,296.8,25.7,10,22.1,Partially cloudy,Partly cloudy throughout the day.
4,Ettifaq FC,Al-Ahli Saudi FC,Prince Mohamed bin Fahd Stadium,1,5,9,3722,0,0,0,0,0,0,0,0,7,55,8,11,2017,Friday,19,11,44,48.8,36.9,44.8,30.9,46.9,0,,9.3,316.5,27.4,10,22.5,Clear,Clear conditions throughout the day.
22,Al-Batin FC,Al-Ahli Saudi FC,Al-Batin Club Stadium,4,2,3,6500,1,0,2,0,0,1,1,0,5,35,9,22,2017,Friday,2,1,35.1,44.8,25,42.1,25,36.3,0,,10,251.5,21.6,9,14.8,Clear,Clear conditions throughout the day.
38,Al-Shabab Club (Riyadh),Al-Ahli Saudi FC,Prince Faisal bin Fahad Stadium,6,9,2,2633,1,3,6,0,1,1,3,0,7,0,10,14,2017,Saturday,24,1,28.5,35.9,21,39,21,16.2,0,,10,267.6,23.1,9,11.2,Clear,Clear conditions throughout the day.
53,Al-Faisaly FC,Al-Ahli Saudi FC,Al Majma'ah Sports City Stadium,8,4,2,512,3,1,8,0,2,1,8,0,6,50,10,26,2017,Thursday,6,2,24.4,31.2,18.5,33.8,18.5,17.9,0,,,240.6,20.7,8,18.4,Clear,Clear conditions throughout the day.
68,Al-Taawoun FC,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,10,9,2,4372,2,1,5,0,3,1,10,0,5,40,11,19,2017,Sunday,1,3,22,27.7,17,29,17,36.3,0,,10,105.5,9.1,4,22.3,Partially cloudy,Partly cloudy throughout the day.
83,Al-Hilal Saudi FC,Al-Ahli Saudi FC,Prince Faisal bin Fahad Stadium,12,1,2,14671,4,0,9,2,3,1,11,1,6,0,12,1,2017,Friday,13,3,19.1,24,14,24,14,53.9,0,,9.9,196.2,16.8,7,27.7,Clear,Clear conditions throughout the day.
90,Ohod Al-Medina,Al-Ahli Saudi FC,Prince Mohammed bin Abdul Aziz Stadium,13,12,2,10225,2,2,6,1,3,2,11,1,5,40,12,10,2017,Sunday,22,3,18.6,25,13.8,25,13.8,13.9,0,,9.3,186.6,16.2,7,20.5,Clear,Clear conditions throughout the day.
102,Al-Fateh,Al-Ahli Saudi FC,Prince Abdullah bin Jalawi Stadium,15,11,2,2551,2,2,6,2,3,2,13,2,5,45,12,23,2017,Saturday,5,4,18.7,26.6,11.2,28,11.2,22.8,0,,10,134.4,11.8,6,16.6,Clear,Clear conditions throughout the day.
110,Al-Nassr Riad,Al-Ahli Saudi FC,King Fahd International Stadium,16,3,2,2586,3,1,12,3,4,2,16,2,5,50,12,29,2017,Friday,11,4,14.7,23,7.4,23,7.8,32.1,0,,10,206.7,17.6,8,13,Clear,Clear conditions throughout the day.
124,Al-Raed,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,18,14,2,5739,1,3,13,5,4,3,17,2,6,30,3,16,2018,Friday,28,6,26.5,31.3,23,33,23,34.4,0,,3.2,294.3,25.3,10,44.6,Partially cloudy,Partly cloudy throughout the day.
139,Al-Ittihad Club (Jeddah),Al-Ahli Saudi FC,King Abdullah Sports City,20,7,2,45913,1,3,12,5,5,3,20,2,6,20,2,4,2018,Sunday,18,5,26.4,30.5,23.5,32.8,23.5,28.9,0,,10,232.4,20,8,25.7,Clear,Clear conditions throughout the day.
150,Al-Fayha FC,Al-Ahli Saudi FC,King Salman Bin Abdulaziz Sport City Stadium,22,6,2,1590,6,3,18,2,5,3,20,3,4,35,2,16,2018,Friday,30,5,20.6,28.4,13,30.4,13,33.2,0,,,227.7,19.7,8,40,Partially cloudy,Partly cloudy throughout the day.
162,Al-Qadsiah FC,Al-Ahli Saudi FC,Prince Saud bin Jalawi Stadium,24,12,2,4012,2,4,10,4,5,3,21,4,6,30,3,9,2018,Friday,21,6,23.7,29.7,17.1,32,17.1,46.2,0,,7.9,268.9,23.3,9,19.9,Clear,Clear conditions throughout the day.
13,Al-Fayha FC,Al-Ittihad Club (Jeddah),King Salman Bin Abdulaziz Sport City Stadium,2,13,8,1781,0,0,0,0,0,0,0,0,7,50,8,19,2017,Saturday,27,11,35.4,44.9,28.2,44.9,29.1,19.2,0,,,304.1,26.5,10,28.8,Partially cloudy,Becoming cloudy in the afternoon.
17,Al-Faisaly FC,Al-Ittihad Club (Jeddah),Al Majma'ah Sports City Stadium,3,3,10,751,0,1,1,0,1,0,5,0,7,25,9,15,2017,Friday,24,12,30.6,37.3,25.8,41.1,26,10.2,0,,,291.4,25.3,10,20.9,Clear,Clear conditions throughout the day.
29,Al-Taawoun FC,Al-Ittihad Club (Jeddah),King Abdullah Sport City Stadium,5,10,6,5004,0,0,0,0,1,1,6,0,7,15,9,28,2017,Thursday,8,1,30,37.4,23,39.7,23,22.4,0,,10,274,23.7,9,18.4,Clear,Clear conditions throughout the day.
48,Al-Ahli Saudi FC,Al-Ittihad Club (Jeddah),King Abdullah Sports City,7,2,8,21358,2,0,10,1,2,1,8,0,6,55,10,21,2017,Saturday,1,2,32.4,38.3,25.5,34.8,25.5,62.2,0,,9.9,240.4,20.8,9,18.5,Clear,Clear conditions throughout the day.
